entidad,municipio,cabecera,lat,lon,poblacion_total,poblacion_femenina,poblacion_masculina,pob_0_14,pob_15_64,pob_65_mas,grado_escolaridad,pea,pob_lengua_indigena,viviendas_totales,promedio_ocupantes_vivienda,pob_sin_afiliacion_salud
Jalisco,Villa Purificación,Villa Purificación,19.71917,-104.605,11303,5608,5695,3159,6594,1550,7.47,5412,48,5333,3.29,2512
Jalisco,Yahualica de González Gallo,Yahualica de González Gallo,21.1825,-102.88722,22394,11681,10713,5419,13894,3081,7.82,10609,15,11251,3.22,5570
Jalisco,Zacoalco de Torres,Zacoalco de Torres,20.22861,-103.56528,30472,15110,15362,8180,19062,3225,8.45,14388,226,10268,3.87,9745
Jalisco,Zapopan,Zapopan,20.72096,-103.38899,1476491,755899,720592,328031,998273,113576,11.47,781705,14413,494654,3.46,406331
Jalisco,Zapotiltic,Zapotiltic,19.62556,-103.4125,33713,17086,16627,8521,21920,3262,8.8,16157,719,11584,3.65,8508
Jalisco,Zapotitlán de Vadillo,Zapotitlán de Vadillo,19.54814,-103.81271,7466,3692,3774,2138,4474,854,8.33,3142,19,2790,3.8,1764
Jalisco,Zapotlanejo,Zapotlanejo,20.6225,-103.06417,64806,32924,31882,18415,41132,5257,7.86,33842,57,24167,3.6,33418
Jalisco,Zapotlán del Rey,Zapotlán del Rey,20.46639,-102.92611,19279,9780,9499,5359,12145,1775,7.36,8632,17,6798,3.73,6190
Jalisco,Zapotlán el Grande,Ciudad Guzmán,19.70861,-103.46417,115141,58953,56188,26691,78440,9989,10.55,60735,862,38063,3.61,24185
Michoacán,Acuitzio,Acuitzio del Canje,19.49625,-101.33285,11301,5808,5493,3123,7062,1115,7.84,5253,21,4013,3.86,4794
Michoacán,Aguililla,Aguililla,18.73423,-102.78838,14754,7419,7335,4463,8256,1688,6.09,6482,117,6329,3.4,7529
Michoacán,Angamacutiro,Angamacutiro de la Unión,20.14965,-101.70831,14943,7748,7195,3789,9152,2002,6.78,6864,10,6297,3.59,4347
Michoacán,Angangueo,Mineral de Angangueo,19.61983,-100.28551,10892,5618,5274,3317,6600,975,8.2,3994,5,3707,4.11,3854
Michoacán,Apatzingán,Apatzingán de la Constitución,19.08723,-102.35526,126191,64038,62153,37128,79530,9516,7.93,63356,1284,42788,3.66,54088
Michoacán,Aporo,Aporo,19.67084,-100.41113,3529,1862,1667,1039,2178,312,8.04,1298,3,1269,3.98,1104
Michoacán,Aquila,Aquila,18.59914,-103.50475,24676,12247,12429,8678,13937,2047,6.83,11035,8584,7540,4.16,5051
Michoacán,Ario,Ario de Rosales,19.20781,-101.70939,36268,18436,17832,10759,22187,3080,7.59,17038,68,11548,3.87,17322
Michoacán,Arteaga,Arteaga,18.35569,-102.29006,20332,10274,10058,5831,12372,2117,7.54,9151,15,7680,3.52,4047
Michoacán,Briseñas,Briseñas de Matamoros,20.27123,-102.56106,11681,6011,5670,3301,7177,1203,7.72,4578,10,4178,3.73,3432
Michoacán,Buenavista,Buenavista Tomatlán,19.21174,-102.58789,45538,22531,23007,13789,28286,3461,6.4,24974,1553,15923,3.58,22987
Michoacán,Carácuaro,Carácuaro de Morelos,19.01731,-101.12699,9176,4565,4611,3033,5115,1028,6.62,3760,6,3513,3.58,1717
Michoacán,Charapan,Charapan,19.65017,-102.25274,13539,7103,6436,3883,8379,1277,6.86,6300,6309,4804,3.76,4185
Michoacán,Charo,Charo,19.74667,-101.04631,25138,11516,13622,6335,16601,2202,7.14,12332,63,7695,3.93,12623
Michoacán,Chavinda,Chavinda,20.00694,-102.45858,10417,5349,5068,2637,6391,1389,6.58,4730,45,4915,3.43,5178
Michoacán,Cherán,Cherán,19.68765,-101.95482,20586,10633,9953,6514,12370,1666,8.3,9550,4020,6786,4.27,5775
Michoacán,Chilchota,Chilchota,19.84921,-102.11944,40560,20897,19663,11883,25639,3008,7.71,20519,21212,12093,4.26,18706
Michoacán,Chinicuila,Villa Victoria,18.75817,-103.3678,4773,2289,2484,1489,2774,510,6.75,1692,176,1904,3.53,783
Michoacán,Chucándiro,Chucándiro,19.89996,-101.33339,4944,2557,2387,1080,2999,865,6.16,1942,1,2850,3.38,1366
Michoacán,Churintzio,Churintzio,20.15096,-102.06592,5233,2706,2527,1137,3094,1002,7.29,2182,9,3788,3.1,1526
Michoacán,Churumuco,Churumuco de Morelos,18.66456,-101.64655,12342,6328,6014,3939,7119,1282,6.6,4904,3,4352,3.88,2384
Michoacán,Coahuayana,Coahuayana de Hidalgo,18.70247,-103.66293,17022,8298,8724,5137,10366,1519,7.23,8034,234,5890,3.59,4918
Michoacán,Coalcomán de Vázquez Pallares,Coalcomán de Vázquez Pallares,18.7771,-103.15955,19633,9843,9790,5899,11741,1898,7.16,8896,98,7308,3.64,5088
Michoacán,Coeneo,Coeneo de la Libertad,19.82098,-101.58375,20965,11042,9923,5023,12602,3340,6.96,9114,3949,10367,3.54,9947
Michoacán,Cojumatlán de Régules,Cojumatlán de Régules,20.119,-102.85101,10553,5232,5321,2870,6452,1231,6.65,4670,8,4326,3.58,3992
Michoacán,Contepec,Contepec,19.95527,-100.16446,35070,18126,16944,11041,21023,3006,7.11,16913,35,12432,3.83,14416
Michoacán,Copándaro,Copándaro de Galeana,19.89382,-101.21531,9484,4891,4593,2579,5899,1006,7.06,3527,7,3572,3.94,4463
Michoacán,Cotija,Cotija de la Paz,19.81029,-102.70582,20198,10418,9780,5469,12315,2414,6.83,8913,44,9212,3.4,9292
Michoacán,Cuitzeo,Cuitzeo del Porvenir,19.96821,-101.13958,29910,15606,14304,8066,18658,3186,7.32,13338,19,10299,4.06,13291
Michoacán,Ecuandureo,Ecuandureo,20.16262,-102.19457,11850,6299,5551,2547,7281,2022,6.44,4917,7,6358,3.24,5173
Michoacán,Epitacio Huerta,Epitacio Huerta,20.13469,-100.29372,16112,8343,7769,4838,9481,1793,6.55,7006,29,6764,3.49,6925
Michoacán,Erongarícuaro,Jarácuaro,19.56083,-101.6775,15715,8085,7630,4386,9446,1883,7.7,7799,3435,5461,3.98,5794
Michoacán,Gabriel Zamora,Lombardía,19.1598,-102.05396,21466,10875,10591,6236,13327,1901,7.41,9489,23,7773,3.47,5407
Michoacán,Hidalgo,Ciudad Hidalgo,19.68935,-100.55516,125712,65098,60614,36366,79489,9855,8.02,58909,132,40435,4.03,54936
Michoacán,Huandacareo,Huandacareo,19.9887,-101.27585,11644,6070,5574,2868,7116,1654,7.42,4813,10,5438,3.41,5319
Michoacán,Huaniqueo,Huaniqueo de Morales,19.899,-101.50515,7945,4207,3738,1678,4714,1549,6.36,2985,4,4707,3.16,3730
Michoacán,Huetamo,Huetamo de Núñez,18.62643,-100.89972,41973,21309,20664,11220,25586,5146,7.46,19842,48,18486,3.44,13577
Michoacán,Huiramba,Huiramba,19.54648,-101.43799,9015,4671,4344,2815,5510,690,7.79,3778,21,2795,4.03,2504
Michoacán,Indaparapeo,Indaparapeo,19.79006,-100.96849,18385,9387,8998,5145,11546,1694,7.17,7770,10,6087,3.95,8213
Michoacán,Irimbo,Irimbo,19.69749,-100.4791,16043,8372,7671,4714,10015,1314,7.45,7310,6,5876,3.86,5765
Michoacán,Ixtlán,Ixtlán de los Hervores,20.16837,-102.39462,14302,7285,7017,3873,8598,1831,6.4,6296,9,5915,3.62,6416
Michoacán,Jacona,Jacona de Plancarte,19.95632,-102.30602,68781,35442,33339,19966,43522,5281,7.72,35013,530,21981,3.82,26382
Michoacán,Jiménez,Villa Jiménez,19.92227,-101.74929,12946,6665,6281,3013,7858,2075,7.2,5568,7,7070,3.28,5310
Michoacán,Jiquilpan,Jiquilpan de Juárez,19.98972,-102.71856,36158,18922,17236,8979,22803,4376,8.66,17041,56,16295,3.41,14203
Michoacán,José Sixto Verduzco,Pastor Ortiz,20.30218,-101.59686,26213,13629,12584,6699,16002,3512,7.16,11030,18,9998,3.67,9493
Michoacán,Jungapeo,Jungapeo de Juárez,19.45873,-100.49461,19834,10002,9832,6107,11955,1772,7.37,8827,15,6690,3.91,8439
Michoacán,Juárez,Benito Juárez,19.31228,-100.43279,14936,7620,7316,4409,9143,1384,7.32,6716,4,5245,3.66,5737
Michoacán,La Huacana,La Huacana,18.96289,-101.80887,30627,15454,15173,9401,18012,3206,7.03,13275,27,10868,3.64,7449
Michoacán,La Piedad,La Piedad de Cabadas,20.34145,-102.02255,106490,55009,51481,27364,69415,9706,8.96,53172,291,41237,3.58,35751
Michoacán,Lagunillas,Lagunillas,19.56462,-101.41478,5745,2932,2813,1620,3510,615,7.18,2240,3,2166,3.83,2077
Michoacán,Los Reyes,Los Reyes de Salgado,19.58897,-102.47468,78935,40177,38758,22783,50307,5804,8.01,40094,14371,27442,3.7,24890
Michoacán,Lázaro Cárdenas,Ciudad Lázaro Cárdenas,17.96233,-102.19798,196003,98519,97484,53153,130606,12201,9.57,96704,1588,67340,3.51,46409
Michoacán,Madero,Villa Madero,19.39212,-101.27762,19086,9457,9629,6331,11194,1560,6.75,8611,24,5917,4.06,6889
Michoacán,Maravatío,Maravatío de Ocampo,19.89167,-100.44167,89311,46120,43191,26934,55334,7038,7.86,42934,154,31171,3.92,40447
Michoacán,Marcos Castellanos,San José de Gracia,19.99024,-103.0215,13983,7241,6742,3605,8869,1509,8.17,6969,19,5524,3.33,7744
Michoacán,Morelia,Morelia,19.70338,-101.19205,849053,441924,407129,197158,576091,74024,10.99,443435,5498,326420,3.45,273802
Michoacán,Morelos,Villa Morelos,20.00425,-101.41239,7983,4196,3787,1905,4773,1305,6.94,3102,5,4223,3.5,2825
Michoacán,Múgica,Nueva Italia de Ruiz,19.0288,-102.08673,45732,23329,22403,13945,28006,3695,7.62,21799,179,15785,3.8,18829
Michoacán,Nahuatzen,Nahuatzen,19.65407,-101.91714,32598,16636,15962,10171,19690,2709,7.48,14158,12213,9641,4.34,6554
Michoacán,Nocupétaro,Nocupétaro de Morelos,19.0433,-101.16223,8196,4165,4031,2791,4501,904,6.85,3643,3,3096,3.66,1782
Michoacán,Nuevo Parangaricutiro,Nuevo San Juan Parangaricutiro,19.41664,-102.12988,20981,10668,10313,6347,13282,1335,8.06,10711,356,5959,4.29,11750
Michoacán,Nuevo Urecho,Nuevo Urecho,19.16587,-101.86885,9027,4471,4556,2578,5556,893,6.92,3932,26,3211,3.45,2539
Michoacán,Numarán,Numarán,20.2549,-101.9472,9437,4841,4596,2418,5918,1100,7.39,3784,6,3467,3.89,2754
Michoacán,Ocampo,Ocampo,19.58385,-100.33928,24774,12572,12202,8634,14628,1483,7.32,9953,89,7538,4.19,8004
Michoacán,Pajacuarán,Pajacuarán,20.11689,-102.56551,21028,10818,10210,6376,12483,2169,6.79,8713,36,8320,3.76,10216
Michoacán,Panindícuaro,Panindícuaro,19.98396,-101.76146,14889,7713,7176,3754,9021,2113,6.39,6431,13,7105,3.56,6118
Michoacán,Paracho,Paracho de Verduzco,19.6473,-102.04847,39657,20402,19255,11502,24842,3313,8.45,19577,11296,12771,4.11,14429
Michoacán,Parácuaro,Antúnez (Morelos),19.01555,-102.20665,26832,13360,13472,8247,16417,2168,6.88,13067,201,8978,3.72,10126
Michoacán,Penjamillo,Penjamillo de Degollado,20.10447,-101.93367,16621,8761,7860,4045,10168,2405,6.65,6591,12,8357,3.44,4723
Michoacán,Peribán,Peribán de Ramos,19.52073,-102.41619,29389,14616,14773,8777,18712,1900,7.47,14233,239,8577,3.9,14075
Michoacán,Puruándiro,Puruándiro,20.08867,-101.5152,69260,35949,33311,18493,43056,7711,7.26,31344,90,28959,3.74,21887
Michoacán,Purépero,Purépero de Echáiz,19.90996,-102.00674,15503,7910,7593,3685,9910,1908,7.83,7312,39,7042,3.47,6048
Michoacán,Pátzcuaro,Pátzcuaro,19.5136,-101.61012,98382,51162,47220,28078,61837,8406,8.95,49236,5780,30495,4.02,37390
Michoacán,Queréndaro,Queréndaro,19.81003,-100.88349,13961,7151,6810,3759,8720,1482,7.49,5952,19,5294,3.81,4704
Michoacán,Quiroga,Quiroga,19.66379,-101.524,27176,14253,12923,7341,17136,2699,7.56,14270,7908,9985,3.92,11447
Michoacán,Sahuayo,Sahuayo de Morelos,20.05768,-102.7168,78477,40580,37897,20789,50923,6764,8.44,42279,87,26416,3.62,39303
Michoacán,Salvador Escalante,Santa Clara del Cobre,19.40608,-101.6398,49896,25494,24402,15174,30932,3790,7.09,21790,31,13855,4.29,20684
Michoacán,San Lucas,San Lucas,18.59141,-100.78475,17677,8927,8750,4812,10444,2421,6.87,7822,36,8151,3.32,8028
Michoacán,Santa Ana Maya,Santa Ana Maya,20.00839,-101.02176,12812,6695,6117,2988,8012,1812,7.26,5182,7,5945,3.71,5692
Michoacán,Senguio,Senguio,19.73334,-100.35241,19833,10408,9425,6276,11877,1680,7.37,8187,17,6927,3.96,8419
Michoacán,Susupuato,Rancho Viejo,19.24833,-100.4175,9076,4617,4459,2891,5322,863,5.73,3697,131,3414,3.76,2785
Michoacán,Tacámbaro,Tacámbaro de Codallos,19.23554,-101.45733,79540,40574,38966,24815,48899,5808,7.95,37251,113,24322,3.87,35047
Michoacán,Tancítaro,Tancítaro,19.3375,-102.36303,33453,16717,16736,10719,20491,2191,7,15005,470,9907,4.1,19964
Michoacán,Tangamandapio,Santiago Tangamandapio,19.95399,-102.4328,31716,16230,15486,9688,19612,2416,6.85,14135,7785,9589,4.32,14305
Michoacán,Tangancícuaro,Tangancícuaro de Arista,19.88823,-102.20845,35256,18074,17182,9805,21524,3910,6.94,16930,1266,14575,3.67,19677
Michoacán,Tanhuato,Tanhuato de Guerrero,20.28381,-102.32764,15534,8031,7503,4128,9701,1705,7.59,6421,58,5667,3.7,6358
Michoacán,Taretan,Taretan,19.33456,-101.9179,15589,7913,7676,4453,9652,1472,7.78,6692,37,5112,3.66,3097
Michoacán,Tarímbaro,Fraccionamiento Galaxia Tarímbaro,19.76249,-101.1956,114513,58764,55749,31300,76859,6332,9.7,57604,432,46207,3.45,39057
Michoacán,Tepalcatepec,Tepalcatepec,19.19137,-102.84371,24074,12064,12010,6498,15175,2397,7.18,12105,68,9714,3.3,12663
Michoacán,Tingambato,Tingambato,19.50189,-101.85348,16325,8389,7936,4926,10182,1217,8.55,7178,561,4968,4.23,6000
Michoacán,Tingüindín,Tingüindín,19.73895,-102.48308,14934,7759,7175,3965,9382,1586,7.84,6946,771,5785,3.56,6347
Michoacán,Tiquicheo de Nicolás Romero,Tiquicheo,18.90049,-100.73645,12836,6544,6292,4023,7388,1416,6.36,5503,6,4827,3.71,3686
Michoacán,Tlalpujahua,Tlalpujahua de Rayón,19.8053,-100.17359,28556,15143,13413,8783,17472,2301,8.11,12372,39,10457,3.92,12456
Michoacán,Tlazazalca,Tlazazalca,19.97124,-102.05668,6420,3308,3112,1480,3768,1172,5.74,2615,17,5003,3.13,3102
Michoacán,Tocumbo,Santa Clara de Valladares,19.63961,-102.48915,12325,6250,6075,3121,7706,1498,7.2,5612,63,5461,3.39,3082
Michoacán,Tumbiscatío,Tumbiscatío de Ruiz,18.5248,-102.37502,5971,2958,3013,1766,3534,668,5.81,2357,16,2404,3.52,1959
Michoacán,Turicato,Puruarán,19.09497,-101.52246,29056,14913,14143,9289,16959,2806,6.39,11734,373,10105,3.72,8783
Michoacán,Tuxpan,Tuxpan,19.56796,-100.46378,25757,13264,12493,7231,16229,2297,8,11741,28,9319,3.69,11065
Michoacán,Tuzantla,Tuzantla,19.20761,-100.57306,14329,7285,7044,4363,8281,1681,6.36,5835,7,5555,3.61,2859
Michoacán,Tzintzuntzan,Ihuatzio,19.56551,-101.6181,14911,7778,7133,4196,9103,1612,8.05,7436,1323,5942,4,5225
Michoacán,Tzitzio,Tafetán,19.4189,-100.90763,8855,4428,4427,2870,5025,956,6.35,3453,7,3132,3.94,2410
Michoacán,Uruapan,Uruapan,19.42089,-102.0628,356786,184476,172310,96883,231365,28292,9.24,178576,20228,111839,3.77,136633
Michoacán,Venustiano Carranza,San Pedro Cahro,20.11597,-102.65236,23469,12228,11241,6346,14244,2879,7.42,10872,30,9038,3.57,11462
Michoacán,Villamar,Emiliano Zapata,19.99149,-102.61515,15864,8233,7631,3901,9526,2437,6.92,6573,18,8632,3.42,5313
Michoacán,Vista Hermosa,Vista Hermosa de Negrete,20.27312,-102.47365,20982,10623,10359,5871,12981,2130,7.7,8881,34,7622,3.84,9328
Michoacán,Yurécuaro,Yurécuaro,20.34109,-102.28243,32303,16632,15671,9186,20377,2709,7.19,15706,837,11481,3.85,17237
Michoacán,Zacapu,Zacapu,19.81862,-101.79286,76829,39943,36886,19636,49002,8170,9.19,36476,988,27018,3.63,26009
Michoacán,Zamora,Zamora de Hidalgo,19.98358,-102.28596,204860,106041,98819,55184,132424,17190,8.76,104811,1231,75529,3.51,71141
Michoacán,Zinapécuaro,Zinapécuaro de Figueroa,19.86027,-100.82758,49005,25345,23660,13351,30231,5412,7.57,21781,29,20745,3.7,27107
Michoacán,Zináparo,Zináparo,20.17319,-101.99877,3232,1679,1553,630,1994,608,7.23,1252,4,2065,3.18,891
Michoacán,Ziracuaretiro,San Ángel Zurumucapio,19.44894,-101.88944,18402,9341,9061,5863,11257,1282,7.75,8059,83,5029,4.25,9342
Michoacán,Zitácuaro,Heróica Zitácuaro,19.43718,-100.35749,157056,81603,75453,44219,100505,12293,8.93,79956,4936,50337,3.85,75106
Michoacán,Álvaro Obregón,Álvaro Obregón,19.82631,-101.03848,23000,11776,11224,6620,14119,2244,7.41,9544,19,7844,3.95,9821
Morelos,Amacuzac,Amacuzac,18.6,-99.36951,17598,9149,8449,4676,11027,1895,8.52,7649,40,7050,3.53,2563
Morelos,Atlatlahucan,Atlatlahucan,18.93627,-98.89918,25232,12966,12266,6573,16044,2609,9.34,12052,838,14904,3.57,9472
Morelos,Axochiapan,Axochiapan,18.50241,-98.75408,39174,19886,19288,11094,24829,3244,8.07,19038,700,12614,3.93,11146
Morelos,Ayala,San Pedro Apatlaco,18.79218,-98.9626,89834,46292,43542,23737,58336,7747,8.69,44704,3336,43023,3.57,26163
Morelos,Coatetelco,Coatetelco Centro,18.73049,-99.32706,11347,5877,5470,3286,7136,925,6.92,5430,55,3566,4.02,2232
Morelos,Coatlán del Río,Coatlán del Río,18.74419,-99.4348,10520,5782,4738,2484,6813,1223,7.82,4200,15,4548,3.23,2628
Morelos,Cuautla,Cuautla,18.81279,-98.95526,187118,97335,89783,43875,125217,17975,10.04,97870,5139,69767,3.55,55935
Morelos,Cuernavaca,Cuernavaca,18.92178,-99.2349,378476,199747,178729,76300,256398,45563,11.39,203425,4751,148249,3.28,108678
Morelos,Emiliano Zapata,Emiliano Zapata,18.84098,-99.18324,107053,55045,52008,26025,72527,8462,10.12,56063,925,58108,3.43,29400
Morelos,Hueyapan,Barrio de San Miguel,18.88513,-98.69068,7855,4131,3724,2287,4904,664,7.41,3788,2599,2583,4,2898
Morelos,Huitzilac,Tres Marías,19.05298,-99.24357,24515,12539,11976,6301,16306,1892,9.79,13254,519,9647,3.66,8887
Morelos,Jantetelco,Amayuca,18.7248,-98.79908,18402,9404,8998,4804,12062,1527,8.9,9120,161,6971,3.58,3190
Morelos,Jiutepec,Jiutepec,18.88197,-99.1772,215357,112238,103119,48235,147634,19302,10.52,113477,1957,73832,3.49,61142
Morelos,Jojutla,Jojutla,18.61657,-99.18104,57682,29862,27820,13061,38322,6259,9.65,28621,560,26540,3.38,14641
Morelos,Jonacatepec de Leandro Valle,Jonacatepec de Leandro Valle,18.68069,-98.80322,16694,8618,8076,4107,10998,1572,8.98,8023,364,6035,3.7,3060
Morelos,Mazatepec,Mazatepec,18.73318,-99.36697,9653,5050,4603,2372,6197,1084,9.06,4165,27,4168,3.32,1891
Morelos,Miacatlán,Miacatlán,18.76998,-99.36027,15802,8041,7761,3987,10089,1717,8.77,7765,164,7032,3.36,3500
Morelos,Ocuituco,Ocuituco,18.87769,-98.7757,19219,9794,9425,5300,12391,1516,8.59,9685,70,6631,3.85,4560
Morelos,Puente de Ixtla,Puente de Ixtla,18.61688,-99.3237,40018,20948,19070,10116,25734,4133,9.13,19489,221,15533,3.53,9107
Morelos,Temixco,Temixco,18.84527,-99.22414,122263,63277,58986,30369,81363,10467,9.19,63365,4758,57988,3.52,35849
Morelos,Temoac,Temoac,18.77231,-98.77804,16574,8664,7910,4257,11083,1222,8.86,8583,108,5222,3.88,2548
Morelos,Tepalcingo,Tepalcingo,18.59474,-98.84436,28122,14281,13841,7150,18123,2836,8.4,14041,102,10726,3.61,6190
Morelos,Tepoztlán,Tepoztlán,18.98646,-99.10123,54987,28145,26842,13135,37193,4646,9.94,30288,2680,21741,3.52,21020
Morelos,Tetecala,Tetecala,18.72897,-99.39858,7617,3924,3693,1805,4945,867,9.1,3637,19,3543,3.19,1006
Morelos,Tetela del Volcán,Tetela del Volcán,18.89353,-98.73007,14853,7549,7304,4383,9465,1005,8.66,7227,529,4678,3.91,3132
Morelos,Tlalnepantla,Tlalnepantla,19.00793,-98.99735,7943,3962,3981,2288,5064,591,8.48,4040,129,2703,3.87,2615
Morelos,Tlaltizapán de Zapata,Santa Rosa Treinta,18.69916,-99.17951,52399,26874,25525,12859,34296,5238,8.96,25999,572,22928,3.43,12547
Morelos,Tlaquiltenango,Tlaquiltenango,18.63003,-99.16266,33789,17329,16460,7851,22217,3718,8.97,16737,224,14057,3.34,6417
Morelos,Tlayacapan,Tlayacapan,18.95662,-98.98312,19408,9779,9629,4931,12713,1756,9.3,10308,1055,8002,3.82,6271
Morelos,Totolapan,Totolapan,18.98722,-98.92144,12750,6548,6202,3522,8181,1045,8.63,6619,314,4924,3.55,3231
Morelos,Xochitepec,Xochitepec,18.78187,-99.23146,73539,36629,36910,18329,49395,5786,9.15,38704,1028,41685,3.61,22246
Morelos,Xoxocotla,Xoxocotla Centro,18.68657,-99.24489,27805,13924,13881,7497,18814,1491,8.45,14251,2213,7495,4.38,9434
Morelos,Yautepec,Yautepec de Zaragoza,18.88606,-99.06075,105780,54681,51099,26066,69535,10064,9.35,55086,1096,54477,3.46,31339
Morelos,Yecapixtla,Yecapixtla,18.88342,-98.86814,56083,28433,27650,15204,36697,4163,8.92,29417,655,20630,3.83,16975
Morelos,Zacatepec,Zacatepec de Hidalgo,18.65541,-99.19428,36094,18862,17232,7828,24106,4155,10.37,17045,151,13819,3.42,7808
Morelos,Zacualpan de Amilpas,Tlacotepec,18.81433,-98.75161,9965,5108,4857,2457,6439,1069,9.53,4824,36,4082,3.52,2449
México,Acambay de Ruíz Castañeda,Villa de Acambay de Ruíz Castañeda,19.95623,-99.84403,67872,35255,32617,20184,42380,5303,8.3,35834,8601,23788,3.9,20961
México,Acolman,Tepexpan,19.61259,-98.93732,171507,85279,86228,40037,121609,9855,9.82,86655,1932,52865,3.65,58364
México,Aculco,San Lucas Totolmaloya,20.1635,-99.8965,49266,25177,24089,14158,31552,3556,8.02,26010,3218,16288,3.76,11240
México,Almoloya de Alquisiras,Almoloya de Alquisiras,18.86723,-99.8938,15333,8052,7281,4544,9518,1271,8.14,7196,5,6755,3.66,4107
México,Almoloya de Juárez,San Francisco Tlalcilalcalpan,19.2934,-99.7684,174587,87457,87130,49476,116125,8807,8.68,81444,1019,58495,4.03,69727
México,Almoloya del Río,Almoloya del Río,19.15939,-99.48884,12694,6544,6150,3464,8332,898,10.04,6535,87,3555,4.34,3569
México,Amanalco,San Juan,19.24843,-100.03029,23675,12141,11534,7392,14804,1479,7.75,10106,1391,7334,3.89,7417
México,Amatepec,Palmar Chico,18.69653,-100.36948,25244,12997,12247,7280,14667,3297,7.42,10692,5,9878,3.64,2711
México,Amecameca,Amecameca de Juárez,19.12869,-98.76981,53441,28001,25440,12961,36069,4403,10.01,25321,124,15555,3.97,19009
México,Apaxco,Apaxco de Ocampo,19.97532,-99.17416,31898,16265,15633,8292,21322,2273,9.46,15512,103,9367,3.9,12422
México,Atenco,San Salvador Atenco,19.55934,-98.91335,75489,38437,37052,19676,51574,4237,9.56,36696,1421,21508,4.03,26741
México,Atizapán,Santa Cruz Atizapán,19.17676,-99.48794,12984,6697,6287,3737,8531,716,9.5,6511,138,3459,4.55,4779
México,Atizapán de Zaragoza,Ciudad López Mateos,19.54317,-99.23504,523674,270245,253429,108453,364996,48829,11.06,272478,6522,160533,3.48,154056
México,Atlacomulco,Atlacomulco de Fabela,19.80003,-99.87425,109384,57166,52218,31323,71722,6337,9.76,56126,13242,37399,3.92,40152
México,Atlautla,Atlautla de Victoria,19.03086,-98.78267,31900,16315,15585,8680,20744,2438,8.87,15328,53,9831,4.25,11059
México,Axapusco,Jaltepec,19.72944,-98.63409,29128,14841,14287,7695,19059,2371,8.9,13375,165,10139,3.75,8695
México,Ayapango,Ayapango de Gabriel Ramos M.,19.12722,-98.80251,10053,5243,4810,2623,6720,710,9.92,4521,27,3230,3.81,3270
México,Calimaya,Calimaya de Díaz González,19.16322,-99.61867,68489,35101,33388,17757,46674,3878,10.74,33184,225,22881,3.96,21755
México,Capulhuac,Capulhuac de Mirafuentes,19.19312,-99.46441,36921,19143,17778,9702,24703,2516,10.18,19533,121,9940,4.42,14160
México,Chalco,Chalco de Díaz Covarrubias,19.26113,-98.89565,400057,206928,193129,105966,273649,20171,9.75,193295,7790,137236,3.8,160317
México,Chapa de Mota,San Felipe Coamango,19.85708,-99.61083,31737,16213,15524,9337,20237,2163,8.09,16009,5956,10152,4.04,9185
México,Chapultepec,Chapultepec,19.20116,-99.56187,12772,6607,6165,3344,8691,722,10.69,6119,77,5198,3.79,2509
México,Chiautla,Chiautla,19.54865,-98.88135,30045,15377,14668,7389,20550,2100,10.04,15768,280,8755,3.86,9946
México,Chicoloapan,Chicoloapan de Juárez,19.41677,-98.90201,200750,103555,97195,50130,139971,10608,10.14,100995,2113,65368,3.67,70880
México,Chiconcuac,Chiconcuac de Juárez,19.55272,-98.89531,27692,14144,13548,7078,18804,1810,10.13,14298,701,6789,4.52,11468
México,Chimalhuacán,Chimalhuacán,19.41691,-98.9453,705193,360622,344571,192175,477452,35424,9.13,343963,20232,198918,3.9,308215
